,name,place_id,business_status,raiting,price_level,total_reviews,direction,latitud,longitud,neightbour
2420,Piccolo Bar Restaurant,ChIJ59FeimajpBIR_WpWmX4O1-U,OPERATIONAL,4.1,,121,"C. de la Indústria, 77, Barcelona",41.4055075,2.1687796,el Camp d'en Grassot i Gràcia Nova
2421,MESON LOS ANCARES,ChIJc2P1YMGipBIRHR1UYGIsIG8,OPERATIONAL,4.2,1.0,634,"C/ de Sicília, 285, Barcelona",41.4045172,2.169431,el Camp d'en Grassot i Gràcia Nova
2422,LA GRANGETA BAR RESTAURANTE,ChIJH64Z9MijpBIRiz8myIsEJXc,OPERATIONAL,4.0,,36,"C/ de Sicília, 358, Barcelona",41.4044494,2.1700589,el Camp d'en Grassot i Gràcia Nova
2423,La Quesadilla by Fernando Sanz,ChIJ-Z6-PoWjpBIRGKTq2cY973o,OPERATIONAL,4.7,,604,"C/ de Sardenya, 386, Bajos, Barcelona",41.4065525,2.1693336,la Sagrada Família
2424,"Bar Restaurant ""El Xuletó""",ChIJlwQgz8OipBIR5tmF8PyZ1z0,OPERATIONAL,4.0,1.0,822,"C/ de Sicília, 263, Barcelona",41.403765,2.1704226,el Camp d'en Grassot i Gràcia Nova
2425,Dürüm Kebab Gràcia,ChIJ1_qV4caipBIRGG7lHfM5oOc,OPERATIONAL,3.9,1.0,349,"Travessera de Gràcia, 339, Barcelona",41.4073183,2.1671597,el Camp d'en Grassot i Gràcia Nova
2426,L&M Restaurant,ChIJv9yQqRujpBIRPhu-gONLRDs,OPERATIONAL,4.4,,110,"Carrer de la Marina, 339, Barcelona",41.4082429,2.1693753,el Baix Guinardó
2427,KAT MAY,ChIJL3rDM8SipBIRn0jjjoDFk4M,OPERATIONAL,3.7,1.0,803,"C/ de St. Antoni Maria Claret, 132, Barcelona",41.4080729,2.1704127,la Sagrada Família
2428,Equilibribcn,ChIJc0cSlcaipBIRuuDAUu6wOGo,OPERATIONAL,4.3,2.0,759,"C/ de Sardenya, 404, Barcelona",41.407216,2.1684658,el Baix Guinardó
2429,Restaurant A Estrela,ChIJpwlEqrmjpBIRrNPtbcA3UIQ,OPERATIONAL,4.3,,33,"Carrer de Santa Carolina, 25-29, Barcelona",41.41082189999999,2.1698228,el Baix Guinardó
2430,Restaurant la Beguda,ChIJQYb898WipBIRff3FBmc0AXQ,OPERATIONAL,3.7,,39,"C/ de Padilla, 365, Barcelona",41.4108081,2.170252000000001,el Baix Guinardó
2431,Bar Restaurant Teatre,ChIJhwqv4cWipBIRgnNsCCx1-5A,OPERATIONAL,3.8,1.0,242,"C/ de Lepant, 396, Barcelona",41.4099077,2.1698337,el Baix Guinardó
2432,Restaurante Alegre - Comida China y Sushi,ChIJv9l32iejpBIR_uSI25ryg4Q,OPERATIONAL,2.6,,68,"C/ de Padilla, 386, Barcelona",41.4122916,2.1688039,el Baix Guinardó
2433,Trattoria di Guzman,ChIJfVSt126jpBIRQW8WfDUPne8,OPERATIONAL,3.8,,61,"C. de los Castillejos, 397, Barcelona",41.4122923,2.1705194,el Baix Guinardó
2434,Restaurante Galaica,ChIJiX9uXsmipBIRtKeo2vJtKGI,OPERATIONAL,3.9,1.0,449,"Av. de la Mare de Déu de Montserrat, 100, Barcelona",41.41562709999999,2.1684439,el Baix Guinardó
2435,La Porca,ChIJ0wasdFuipBIRu2gxmhhseTY,OPERATIONAL,4.4,2.0,2049,"C/ de Mata, 16, Barcelona",41.3729854,2.1707298,el Poble-sec
2436,Mombiela Restaurant,ChIJSVyo-VqipBIRs3x-IHNH8NQ,OPERATIONAL,4.4,1.0,331,"Carrer de Vila i Vilà, 27, Barcelona",41.3730346,2.1724243,el Poble-sec
2437,Haveli,ChIJBYeueFuipBIRpqMGTlo_kKA,OPERATIONAL,4.5,,447,"C. de Cabanes, 32, Barcelona",41.3732675,2.1699134,el Poble-sec
2438,veganeria.bcn,ChIJw8AKTLejpBIRu0nLWLF6AqA,OPERATIONAL,0.0,,0,"C/ de Lafont, 19, Barcelona",41.3727324,2.1690572,el Poble-sec
2439,The Quick Greek Poble Sec,ChIJFwH_UHSjpBIRidrW6YZukYg,OPERATIONAL,4.3,,452,"C/ Nou de la Rambla, 121, Barcelona",41.3737747,2.1689787,el Poble-sec
2440,Pizza Italiana,ChIJWceDZlyipBIRfzOfm_SUlmQ,OPERATIONAL,2.4,,16,"C/ Nou de la Rambla, 128, Barcelona",41.3737654,2.1686509,el Poble-sec
2441,Restaurant Lleonés,ChIJR8Qa6FuipBIRn8xyTSPFQVw,OPERATIONAL,3.8,2.0,252,"Av. del Paral·lel, 56, Barcelona",41.3750541,2.1707062,el Raval
2442,Restaurant Lys - La Flor del Norte,ChIJefA63luipBIRqT18qROiF68,OPERATIONAL,4.2,2.0,131,"C/ Nou de la Rambla, 97, Barcelona",41.37558,2.1708599,el Raval
2443,Pans & Company,ChIJGyb09luipBIRdkyT7g9Fywo,OPERATIONAL,3.7,1.0,780,"Av. del Paral·lel, 65, Barcelona",41.3747687,2.1690376,el Poble-sec
2444,McDonald's,ChIJ3X2xFVyipBIRBUHX63866r4,OPERATIONAL,3.7,1.0,2026,"Av. del Paral·lel, 69, Barcelona",41.3747722,2.1684832,el Poble-sec
2445,Restaurante Asador de Aranda Paralelo | Asador en Barcelona,ChIJq7KMzOijpBIRSi51SPDqnho,OPERATIONAL,4.5,2.0,415,"Av. del Paral·lel, 76, Barcelona",41.37520980000001,2.1685788,el Raval
2446,The Wolf Tavern,ChIJp_l1ty2jpBIRbVABz1YbjWs,OPERATIONAL,0.0,,0,"C/ de Sant Pau, Barcelona",41.375543,2.1683643,el Raval
2447,Chilango's,ChIJaWf8aviipBIRLGzEOXgmXkc,OPERATIONAL,4.4,2.0,2354,"C/ Nou de la Rambla, 95, Barcelona",41.3757838,2.1709234,el Raval
2448,Caleuche,ChIJMar_o16ipBIRnWFD2MXe-OQ,OPERATIONAL,3.7,1.0,420,"C/ de Sant Pau, 116, Barcelona",41.37620560000001,2.168676,el Raval
2449,AL ANDALUS,ChIJIbcNMFmipBIRlWIQSRpSIPE,OPERATIONAL,4.2,1.0,240,"Rambla del Raval, 36, Barcelona",41.3776054,2.170163,el Raval
2450,La Familia del Raval,ChIJAW_Fz16ipBIRITAOQZBb8_0,OPERATIONAL,4.4,1.0,110,"Carrer de la Riereta, 26, Barcelona",41.3776381,2.1690576,el Raval
2451,Espai Diandé Àfrica,ChIJS1eYyQujpBIRDzo109VMICg,OPERATIONAL,4.6,,147,"C/ de Sant Pau, 90, Barcelona",41.3769478,2.1697561,el Raval
2452,Palosanto. Tapas Bar (Raval),ChIJr10-LFmipBIR5ymKpjams6o,OPERATIONAL,4.6,2.0,1146,"Rambla del Raval, 26, Barcelona",41.3779086,2.1698037,el Raval
2453,Bocateria Raval,ChIJA6GKplSjpBIRAmvsPrqBUvc,OPERATIONAL,4.1,,36,"Rambla del Raval, 18, Barcelona",41.3781478,2.1695171,el Raval
2454,Bar-49 Robador Restaurant,ChIJETSL71iipBIR-78p6P4XPXs,OPERATIONAL,3.6,,22,"Carrer d'En Robador, 49, Barcelona",41.37892189999999,2.1713584,el Raval
2455,Ali Restaurant,ChIJ10L821iipBIRTdiWw6pMaKY,OPERATIONAL,4.2,1.0,198,"Carrer d'Espalter, 4, Barcelona",41.3785232,2.1706224,el Raval
2456,B Lounge,ChIJw4FKnQ-jpBIR7qvXdvyTd3c,OPERATIONAL,4.2,,95,"Rambla del Raval, 17, 21, Barcelona",41.3790161,2.1695899,el Raval
2457,The Atlas,ChIJ2ShxLlmipBIRVPADwvj8C8s,OPERATIONAL,4.4,1.0,748,"Rambla del Raval, 30, Barcelona",41.3777547,2.1699743,el Raval
2458,Suculent,ChIJD4zJJ1mipBIRNr6JPteZ4pU,OPERATIONAL,4.5,3.0,1116,"Rambla del Raval, 45, Barcelona",41.3782328,2.1704737,el Raval
2459,La Monroe,ChIJve5N4liipBIRrVsk7r5kcfM,OPERATIONAL,4.3,2.0,2624,"Plaça de Salvador Seguí, 1-9, Barcelona",41.37870119999999,2.1707164,el Raval
2460,SIFO Restaurant Parrilla Argentina,ChIJBSVf3liipBIRWywHRUzD5zk,OPERATIONAL,4.5,2.0,460,"Carrer d'Espalter, 4, bj 2, Barcelona",41.3785075,2.1706873,el Raval
2461,Sandhu pizerria takeaway,ChIJm0UmeKajpBIRSg1JL36Ze6A,OPERATIONAL,5.0,,5,"Carrer de Sant Bartomeu, Barcelona",41.378193,2.1693083,el Raval
2462,Maharaja,ChIJPxzuKV-ipBIRmZegbErtEiw,OPERATIONAL,4.2,2.0,819,"Rambla del Raval, 14, Barcelona",41.3783413,2.1692918,el Raval
2463,L'espadon,ChIJ65EUyqqjpBIRujy0c3UJ6lc,OPERATIONAL,3.3,,47,"Carrer de Sant Rafael, 7, Barcelona",41.3796414,2.1706064,el Raval
2464,DISTRITO V,ChIJd3_VM1-ipBIRpLwsH7YbJpQ,OPERATIONAL,4.3,2.0,447,"Rambla del Raval, 15, Barcelona",41.3792498,2.1691781,el Raval
2465,la pizzarra,ChIJm9yrNl-ipBIRnpUSivxG0nQ,OPERATIONAL,3.2,,128,"Rambla del Raval, 13, Barcelona",41.3793307,2.1690823,el Raval
2466,Restaurante Himalaya,ChIJN3B3R1-ipBIRiMflp8OEGIg,OPERATIONAL,4.1,2.0,353,"Rambla del Raval, 5, Barcelona",41.37960899999999,2.1688018,el Raval
2467,Julibert's Gormand,ChIJ__87NV-ipBIR44a1MlhxtQk,OPERATIONAL,4.6,1.0,67,"Carrer de Sant Rafael, 20, Barcelona",41.3794665,2.1695279,el Raval
2468,Bar Leopoldo,ChIJxYNVM1-ipBIRIS1nNI3oyQs,OPERATIONAL,4.0,3.0,391,"Carrer de Sant Rafael, 24, Barcelona",41.3792895,2.1694891,el Raval
2469,La Joia del Nord,ChIJV9HVqZCjpBIRhNC932ogSlM,OPERATIONAL,4.1,,228,"Rambla del Raval, 9, Barcelona",41.3794569,2.1689857,el Raval
2470,Bar Bodega Restaurante Mieza,ChIJi7yeWV-ipBIREEgYOVwe2xQ,OPERATIONAL,4.6,,21,"Carrer d'En Roig, 16, Barcelona",41.3805842,2.1688465,el Raval
2471,Samosa Indian Restaurant,ChIJM-SDSaejpBIRU3gJMHRJB9g,OPERATIONAL,4.6,1.0,153,"Carrer de l'Hospital, 93, Barcelona",41.3801459,2.1696032,el Raval
2472,Restaurant Magrebí Hallal,ChIJkaN0RV-ipBIRAkCAWgezfIc,OPERATIONAL,4.2,1.0,168,"Carrer de l'Hospital, 82, Barcelona",41.3800636,2.1688983,el Raval
2473,Awami restaurant,ChIJL-ML3MajpBIRiqIbhxymZRw,OPERATIONAL,3.9,1.0,205,"Rambla del Raval, 5, Barcelona",41.37962,2.168806,el Raval
2474,El Jardí,ChIJD2IppFiipBIRFD_6d6D-E44,OPERATIONAL,4.2,2.0,1533,"Carrer de l'Hospital, 56, Barcelona",41.3808038,2.1702445,el Raval
2475,Restaurante Miño,ChIJP-JQafaipBIRf2cJ21lrPnE,OPERATIONAL,4.4,2.0,1317,"C/ del Carme, 19, Barcelona",41.382436,2.1707173,el Raval
2476,Mastica Restaurante Cocteleria,ChIJT2DnCvaipBIRmePMXxpLqck,OPERATIONAL,4.0,,61,"Carrer de les Floristes de la Rambla, Barcelona",41.3820217,2.1696624,el Raval
2477,Restaurant ALÍ BABÀ,ChIJ1b5DuliipBIRrU-sWMsSfVk,OPERATIONAL,0.0,,0,"Carrer d'En Robador, 6, Barcelona",41.3799649,2.1702848,el Raval
2478,Cafè Silenus,ChIJ9bl46fWipBIRryCN27AH8N4,OPERATIONAL,4.3,2.0,389,"C/ dels Àngels, 8, Barcelona",41.3819431,2.1687344,el Raval
2479,Rosa Negra (Raval),ChIJA_1w6fWipBIRLwDmd-cXYR0,OPERATIONAL,4.3,2.0,4596,"C/ dels Àngels, 6, Barcelona",41.38198879999999,2.1688525,el Raval
2480,Foodpoint,ChIJ_Q6axT2jpBIRyXo_EECzEMI,OPERATIONAL,4.5,,108,"C/ dels Àngels, 6, Barcelona",41.38184589999999,2.1688121,el Raval
2481,Restaurant l'Hortet,ChIJNweNw_WipBIRqzXoEv9Iblg,OPERATIONAL,4.5,1.0,908,"C/ del Pintor Fortuny, 32, Barcelona",41.382351,2.1685659,el Raval
2482,Caravelle,ChIJBf8_w_WipBIRCGjZPVuEL8c,OPERATIONAL,4.6,2.0,2368,"C/ del Pintor Fortuny, 31, Barcelona",41.3822758,2.1688169,el Raval
2483,El Gallinero,ChIJtZlwDnKjpBIR8djGF8mS-6Y,OPERATIONAL,4.1,,614,"C/ del Carme, 42, Barcelona",41.3818519,2.1693932,el Raval
2484,El Rincón Steak house,ChIJSzW2e_aipBIRXvza7ivUe_U,OPERATIONAL,4.3,2.0,1807,"C/ del Carme, 28, Barcelona",41.3822962,2.1701816,el Raval
2485,Dos Pebrots,ChIJj5ndKlmipBIR6sSe3hjcSAc,OPERATIONAL,4.5,3.0,922,"C. del Doctor Dou, 19, Barcelona",41.382831,2.1684508,el Raval
2486,Restaurante,ChIJARJ7PtujpBIRvP9T7xqHM5M,OPERATIONAL,2.0,,2,"C/ del Pintor Fortuny, Barcelona",41.3830093,2.1698265,el Raval
2487,L'Antic Forn,ChIJpwnE2vWipBIRV-SESZvaoO8,OPERATIONAL,4.4,2.0,960,"C/ del Pintor Fortuny, 28, Barcelona",41.3825681,2.169002,el Raval
2488,AZUL FRIDA - Raval,ChIJM50O2vWipBIRESVKOCFPmyE,OPERATIONAL,4.7,1.0,642,"C/ del Pintor Fortuny, 24, Barcelona",41.3826901,2.1692088,el Raval
2489,Chivuo's,ChIJGcTse_aipBIR4FIuC5FxHd0,OPERATIONAL,4.5,1.0,1603,"C/ del Pintor Fortuny, 15, Barcelona",41.382937,2.1699774,el Raval
2490,KUZU,ChIJcXKWlWejpBIRpYFCAeadwFo,OPERATIONAL,4.9,,336,"C. del Doctor Dou, 10, Local 2, Barcelona",41.3827107,2.168806,el Raval
2491,Dosa Nova Barcelona,ChIJganuhCujpBIRJPHQ2IuH-H4,OPERATIONAL,4.6,,128,"C/ del Pintor Fortuny, 22, Barcelona",41.382708,2.1692894,el Raval
2492,Filmanila,ChIJI2A3L_SipBIRXxZqkHm5zhQ,OPERATIONAL,4.4,1.0,287,"Carrer de les Ramelleres, 3, Barcelona",41.3838598,2.1691588,el Raval
2493,Alegoria Restaurant,ChIJ4fPctZajpBIRh4DKkDoFvio,OPERATIONAL,4.7,,911,"C/ d'en Xuclà, 3, Barcelona",41.3829259,2.1709864,el Raval
2494,RESTAURANT RACÓ DEL NÚRIA,ChIJWZ3YqPaipBIRiBjVKg3FLaU,OPERATIONAL,4.1,2.0,233,"La Rambla, 133, 1º Piso, Barcelona",41.3851738,2.1697966,el Raval
2495,Pasta Madre,ChIJSWH2ovaipBIR5DIZL3X2djg,OPERATIONAL,4.2,1.0,1745,"C/ dels Tallers, 3, Barcelona",41.3846685,2.1700311,el Raval
2496,Restaurant Eucaliptus,ChIJo94Nl_aipBIRnY2QXmqKUiI,OPERATIONAL,4.4,1.0,315,"Carrer del Bonsuccés, 4, Barcelona",41.384491,2.1702883,el Raval
2497,CANTON FOOD 2 (匠),ChIJHXtYOhijpBIRatfrgqlwAYw,OPERATIONAL,4.4,,507,"C/ dels Tallers, 32, Barcelona",41.3849502,2.1681652,el Raval
2498,Poke Sí (C. Tallers),ChIJNe6a7NWjpBIRQYEF3CEbUJ0,OPERATIONAL,4.6,,368,"C/ dels Tallers, 27, Bajo, Barcelona",41.3847656,2.1688117,el Raval
2499,TAPAS BRAVAS,ChIJyaE16iOjpBIRsKrCtQz9K9E,OPERATIONAL,3.7,,279,"La Rambla, 125, Barcelona",41.3847561,2.1701584,el Raval
2500,La Poma Restaurant,ChIJNdRllPaipBIREsYO4j7K2SU,OPERATIONAL,3.7,2.0,4424,"La Rambla, 117, Barcelona",41.3844161,2.1704435,el Raval
2501,Restaurante Aqua,ChIJT1rJR_eipBIR1TO35i0Ip_I,OPERATIONAL,4.6,,5,"La Rambla, 126, Barcelona",41.3841513,2.1712578,el Barri Gòtic
2502,The Greenhouse,ChIJpWbEUy2jpBIRwd0pqoMrDzA,OPERATIONAL,4.2,,123,"C/ de Bergara, 8, Barcelona",41.3860816,2.1683428,la Dreta de l'Eixample
2503,Nostrum Plaça Catalunya,ChIJeV0G1tKjpBIRNRbwl4xw3H0,OPERATIONAL,2.9,1.0,44,"Pl. de Catalunya, Barcelona",41.385777,2.168698,la Dreta de l'Eixample
2504,Five Guys Plaza Cataluña,ChIJeVhMulujpBIR5SPUKz0FvAo,OPERATIONAL,4.1,2.0,2923,"Centro comercial El Triangle, Pl. de Catalunya, Piso 4, Barcelona",41.3859231,2.1691626,la Dreta de l'Eixample
2505,La Lluna,ChIJ02HK0PaipBIRXdVvg-M07K4,OPERATIONAL,4.2,2.0,1873,"C/ de Santa Anna, 20, Barcelona",41.3853203,2.1716097,el Barri Gòtic
2506,"Txapela, Plaça de Catalunya 8",ChIJU_Om6vOipBIRMhUPOeGgdEY,OPERATIONAL,4.2,2.0,4545,"Pl. de Catalunya, 8, Barcelona",41.3871053,2.1682514,la Dreta de l'Eixample
2507,Comida Sana Mediterránea S.L.,ChIJlw-fsfOipBIRA5k1UjpDJiQ,OPERATIONAL,2.8,,6,"Rambla de Catalunya, 8, Barcelona",41.3879557,2.1680024,la Dreta de l'Eixample
2508,Restaurant Casa Carmen,ChIJN2nJ8r6YpBIRNPevFDuvV44,OPERATIONAL,3.9,2.0,3062,"C/ de Casp, 17, Barcelona",41.3892359,2.1703098,la Dreta de l'Eixample
2509,Audaz Barcelona Restaurante,ChIJa2YuPiKjpBIRZAhjlkW4nHE,OPERATIONAL,3.8,,239,"Rda. de Sant Pere, 12, Barcelona",41.3883519,2.1717411,la Dreta de l'Eixample
2510,Burritos Sant Pere,ChIJy_5hTIqjpBIRvdNYNx8mXHs,OPERATIONAL,4.7,1.0,2956,"Rda. de Sant Pere, 16, Barcelona",41.3885303,2.1719741,la Dreta de l'Eixample
2511,La Plaça Gourmet Cafeteria,ChIJuyh2XfGipBIRuuY22OKj-iw,OPERATIONAL,4.3,2.0,3651,"Pl. de Catalunya, 14, Barcelona",41.3879056,2.1711977,la Dreta de l'Eixample
2512,El Glop Braseria,ChIJ48XbxfGipBIR5iX1WNlrDWE,OPERATIONAL,4.0,2.0,2985,"C/ de Casp, 21, Barcelona",41.3894944,2.1705458,la Dreta de l'Eixample
2513,Restaurant xines,ChIJFblVAT-jpBIR2d3E9FRrZBw,OPERATIONAL,0.0,,0,"Gran Via de les Corts Catalanes, 646, Barcelona",41.3901416,2.169835,la Dreta de l'Eixample
2514,El Nacional Barcelona,ChIJM5FFbvKipBIRdWugDh577Ao,OPERATIONAL,4.4,2.0,28461,"Pg. de Gràcia, 24 Bis, Barcelona",41.390583,2.1683914,la Dreta de l'Eixample
2515,Mezza,ChIJ99rsgbujpBIRnd90Hu3GpG8,OPERATIONAL,4.2,,14,"C/ de Roger de Llúria, 21, Barcelona",41.3910002,2.1714689,la Dreta de l'Eixample
2516,Restaurant Las Cuatro Encinas,ChIJcavuxvGipBIRa6cPlP672Jg,OPERATIONAL,4.3,2.0,508,"C/ de Casp, 28, Barcelona",41.3897762,2.1715111,la Dreta de l'Eixample
2517,La Parada @ El Nacional,ChIJcVKIJ8ijpBIRpLZetGDP6Vg,OPERATIONAL,2.2,,5,"Pg. de Gràcia, 24 Bis, Barcelona",41.3904133,2.1682704,la Dreta de l'Eixample
2518,Campeon,ChIJe9t57u2ipBIRyHXeIbLSVDs,OPERATIONAL,3.7,2.0,208,"C/ de Pau Claris, 108, Barcelona",41.3915613,2.1689674,la Dreta de l'Eixample
2519,Els Arcs,ChIJTTx26O2ipBIRVDBORrYpWPc,OPERATIONAL,4.3,2.0,77,"C/ de la Diputació, 289, Barcelona",41.3919038,2.168832,la Dreta de l'Eixample
2520,Edita Restaurant,ChIJ474-OFWjpBIRDhvo9t233T8,OPERATIONAL,4.8,,43,"C/ de la Diputació, 280, Barcelona",41.3919675,2.1694703,la Dreta de l'Eixample
2521,Restaurante Barcelona,ChIJE89F--2ipBIRmNi7hqXu0YM,OPERATIONAL,2.6,,35,"C/ de Pau Claris, 106, Barcelona",41.3914242,2.16924,la Dreta de l'Eixample
2522,Restaurant St. Gallen,ChIJT6CYje2ipBIRmmuv3u0hgqo,OPERATIONAL,5.0,,3,"C/ de la Diputació, 264, Barcelona",41.3911017,2.1681687,la Dreta de l'Eixample
2523,Luigi Ristorante Roger de Llúria,ChIJefmo1-2ipBIRBr5cUyZ1Qt0,OPERATIONAL,4.4,2.0,4649,"C/ de Roger de Llúria, 50, Barcelona",41.3928366,2.1694426,la Dreta de l'Eixample
2524,BO DE GRÀCIA,ChIJY81nh-2ipBIRkWK0POo6DX0,OPERATIONAL,4.2,2.0,474,"C/ de la Diputació, 269, Barcelona",41.3909112,2.1675173,la Dreta de l'Eixample
2525,Restaurante Batuar,ChIJqYk6M-6ipBIRUQYyFp41S9A,OPERATIONAL,4.4,3.0,354,"Gran Via de les Corts Catalanes, 670, Barcelona",41.3917037,2.1717705,la Dreta de l'Eixample
2526,Restaurant Xarcuteria Valentí,ChIJL-Ul3-2ipBIRLmhA942hhEs,OPERATIONAL,4.2,2.0,626,"C/ de la Diputació, 301, Barcelona",41.3925107,2.1694568,la Dreta de l'Eixample
2527,Riko's,ChIJCz1P0e2ipBIRdFiFoiBnJTc,OPERATIONAL,4.1,1.0,3617,"C/ de Roger de Llúria, 54, Barcelona",41.3929901,2.16924,la Dreta de l'Eixample
2528,LalQila,ChIJZZMkzO2ipBIRRaLOCy3phGs,OPERATIONAL,4.1,1.0,993,"C/ de Roger de Llúria, 49, Barcelona",41.3929992,2.1688501,la Dreta de l'Eixample
2529,Restaurant El Boliche del Gordo Cabrera,ChIJFW4otu2ipBIRWWhfYDqZtmE,OPERATIONAL,4.3,2.0,1386,"C/ del Consell de Cent, 338, Barcelona",41.3929347,2.1683237,la Dreta de l'Eixample
2530,NORTE,ChIJgVpl9e6ipBIRXNnwJ6Grw7E,OPERATIONAL,4.6,2.0,391,"C/ de la Diputació, 321, Barcelona",41.3935526,2.170763,la Dreta de l'Eixample
2531,La Fuga Barcelona,ChIJT7THE-yipBIRGaNRXISP_TU,OPERATIONAL,4.5,1.0,1408,"C/ del Consell de Cent, 350, Barcelona",41.3936326,2.1693359,la Dreta de l'Eixample
2532,L'Antica Pizzeria Da Michele Barcelona,ChIJr99yt-2ipBIRQY0heTPQeYg,OPERATIONAL,4.3,2.0,3682,"C/ del Consell de Cent, 336, Barcelona",41.392809,2.1681743,la Dreta de l'Eixample
2533,Terra Ca La Nuri,ChIJIzh0LuyipBIRvgUpPtxqV5U,OPERATIONAL,4.2,2.0,1008,"C/ del Consell de Cent, 377, Barcelona",41.3937415,2.1690342,la Dreta de l'Eixample
2534,OMG,ChIJf9POZdejpBIR4kAF_Pzq6Fo,OPERATIONAL,4.5,,17,"C/ del Bruc, 86, Barcelona",41.394457,2.1695479,la Dreta de l'Eixample
2535,bcn tapas,ChIJv-DRKOyipBIRNsO8fbuCjsE,OPERATIONAL,2.0,,2,"C/ del Consell de Cent, 381, Barcelona",41.3938949,2.1692542,la Dreta de l'Eixample
2536,Bembi Restaurante,ChIJIzh0LuyipBIRCmUiAPTyH8Y,OPERATIONAL,4.5,2.0,1648,"C/ del Consell de Cent, 377, Barcelona",41.3937771,2.1689329,la Dreta de l'Eixample
2537,Pokawaï,ChIJV2SunXajpBIRLuP2_WYthX8,OPERATIONAL,4.8,,273,"C/ del Bruc, 80, Barcelona",41.3940624,2.170208,la Dreta de l'Eixample
2538,sato i tanaka,ChIJwaqxIuyipBIR_X_o_CfX_VE,OPERATIONAL,4.8,3.0,744,"C/ del Bruc, 79, Barcelona",41.3945727,2.1689722,la Dreta de l'Eixample
2539,PETIT POT CAFE BISTRO BRUNCH,ChIJB5qAIOyipBIRTVM7w3SUl5g,OPERATIONAL,4.6,1.0,649,"C/ del Bruc, 84, Barcelona",41.3943532,2.1696405,la Dreta de l'Eixample
2540,Restaurant Copa D'Or,ChIJPyXU8euipBIRBcMiV9f-9Iw,OPERATIONAL,3.7,1.0,100,"C/ de Girona, 105, Barcelona",41.396431,2.1688322,la Dreta de l'Eixample
2541,Fat Tapas,ChIJfamzXPajpBIRTOLt66U2giA,OPERATIONAL,4.4,2.0,1213,"C/ de Bailèn, 83, Barcelona",41.3962184,2.1713698,la Dreta de l'Eixample
2542,Zafra Restaurant,ChIJNWYtsu6ipBIRZKSUbKuZGV8,OPERATIONAL,4.0,1.0,625,"C/ de Girona, 84, Barcelona",41.3955572,2.1703502,la Dreta de l'Eixample
2543,Poll-Bo,ChIJ6UxT7euipBIR4eUEohFnV00,OPERATIONAL,4.1,2.0,387,"C/ de València, 319, Barcelona",41.3965597,2.1682687,la Dreta de l'Eixample
2544,RAMEN-BCN,ChIJTQCe5euipBIR3Fjf5HFrtts,OPERATIONAL,4.5,2.0,1008,"C/ de Girona, 108, Barcelona",41.3966312,2.1690294,la Dreta de l'Eixample
2545,Restaurante La Graella,ChIJzTiqH--ipBIRMtpJG2lHAy8,OPERATIONAL,4.4,2.0,116,"C/ de la Diputació, 333, Barcelona",41.39440949999999,2.1720907,la Dreta de l'Eixample
2546,Restaurant Antojo,ChIJxxMxQOmipBIRT8TXjvv7MGo,OPERATIONAL,4.6,1.0,296,"C/ de Bailèn, 98, Barcelona",41.3970183,2.1706989,la Dreta de l'Eixample
2547,Kook,ChIJ6Sl3DOmipBIRRQVPKhi_lzY,OPERATIONAL,4.5,2.0,2750,"Pg. de St. Joan, 85, Barcelona",41.3979795,2.1710075,la Dreta de l'Eixample
2548,Restaurant CAL FERRAN,ChIJSz2qY-mipBIRc_GwdP7I0t8,OPERATIONAL,4.3,1.0,123,"C/ de Bailèn, 122, bajos, Barcelona",41.3980134,2.1693462,la Dreta de l'Eixample
2549,LeccaBaffi,ChIJF9u_fOmipBIREu6xecXqWiU,OPERATIONAL,4.3,2.0,1461,"Carrer de València, 341, C/ de Bailèn, 118, Barcelona",41.3977872,2.1698222,la Dreta de l'Eixample
2550,Restaurante Peruano Cumpanamá,ChIJ5TETZeGjpBIR9Fjp3o4ZobM,OPERATIONAL,4.8,,548,"C/ de Bailèn, 127, Barcelona",41.3981062,2.1688558,la Dreta de l'Eixample
2551,Billy Brunch,ChIJ67TY2euipBIRhKOwdXPxwyQ,OPERATIONAL,4.7,2.0,3932,"C/ de Bailèn, 115, Barcelona",41.3977203,2.1693751,la Dreta de l'Eixample
2552,Bon Profit Restaurante,ChIJ0V3uGemipBIRAR-mXiPQOps,OPERATIONAL,1.0,,1,"C/ d'Aragó, 353, Barcelona",41.3973373,2.17141,la Dreta de l'Eixample
2553,Imprevisto Restaurant,ChIJO2PLaXujpBIRigxcDuLg6fo,OPERATIONAL,4.8,,145,"C/ de Bailèn, 104, Barcelona",41.3971112,2.1705399,la Dreta de l'Eixample
2554,Castell de Xàtiva Restaurant,ChIJreSAcOmipBIRDi05jK4XCM0,OPERATIONAL,4.1,2.0,560,"C/ de València, 360, Barcelona",41.3978223,2.1703146,la Dreta de l'Eixample
2555,Restaurante Picaco,ChIJ4yDHOOmipBIRPCtPk1qhVmQ,OPERATIONAL,4.1,,90,"C/ d'Aragó, 341, Barcelona",41.3970069,2.1708714,la Dreta de l'Eixample
2556,Bar Restaurant Can Massana,ChIJP40k2-mipBIRfxIUIsgOX2U,OPERATIONAL,4.5,1.0,107,"C/ de Mallorca, 344, Barcelona",41.4002417,2.1712437,la Dreta de l'Eixample
