index,place_id,dine_in,reservable,serves_beer,serves_wine,vegeterian,takeout,wheel_chair_acc,tue_hours,wed_hours,thu_hours,fri_hours,sat_hours,sun_hours,mon_hours
1295,ChIJq2phq4mipBIRxfRZuqwGVW4,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,7:30–10:30PM,Closed,7:30–10:30PM,"1:30–3:30PM, 7:30–10:30PM","1:30–3:30PM, 7:30–10:30PM",Closed,7:30–10:30PM
1296,ChIJMV9lYZajpBIREOL96ORRtMA,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,10:00AM–4:30PM,10:00AM–4:30PM,10:00AM–4:30PM,10:00AM–4:30PM,Closed,Closed,10:00AM–4:30PM
1297,ChIJj1cOe4iipBIRlnIUgC2-CU0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7:00PM–12:00AM,7:00PM–12:00AM,7:00PM–12:00AM,7:00PM–12:00AM,7:00PM–12:00AM,7:00PM–12:00AM,Closed
1298,ChIJxQnS24eipBIRgLHnDg7EOLw,Yes,Maybe,Yes,Yes,No,Yes,Maybe,7:00AM–11:00PM,7:00AM–11:00PM,7:00AM–11:00PM,7:00AM–11:00PM,8:00AM–3:00PM,Closed,7:00AM–11:00PM
1299,ChIJ4fVQgOajpBIRP7xBmsPQUOg,Yes,Maybe,Yes,Maybe,Maybe,Yes,Yes,9:00AM–5:00PM,9:00AM–5:00PM,9:00AM–5:00PM,9:00AM–5:00PM,10:00AM–4:00PM,10:00AM–4:00PM,Closed
1300,ChIJB0O52YeipBIR246zCf1ggXQ,Yes,Maybe,Yes,Yes,Maybe,Yes,Maybe,8:30AM–12:00AM,8:30AM–12:00AM,8:30AM–12:00AM,8:30AM–1:00AM,9:00AM–1:00AM,9:00AM–12:00AM,8:30AM–12:00AM
1301,ChIJj7kGYoaipBIRrZDHDk1g4VY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Closed,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM
1302,ChIJ9_dYIlejpBIRAsGcB_VPypI,Yes,Yes,Yes,Yes,No,Yes,No,12:30–11:30PM,12:30–11:30PM,12:30–11:30PM,12:30–11:30PM,12:30–11:30PM,12:30–11:30PM,12:30–11:30PM
1303,ChIJN7wCoYiipBIReotQ1W6kTBs,Yes,Yes,Yes,Yes,No,Yes,Yes,8:00AM–8:00PM,8:00AM–8:00PM,8:00AM–8:00PM,8:00AM–8:00PM,9:00AM–8:00PM,9:00AM–8:00PM,8:00AM–8:00PM
1304,ChIJSb7Ak4iipBIR6ZOcLGeM7yg,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Closed,"1:00–4:00PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:30PM","1:00–3:30PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:30PM"
1305,ChIJf2K5IYaipBIRQCAz97HoJoc,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,7:00AM–12:00AM,7:00AM–1:00AM,7:00AM–1:00AM,7:00AM–1:00AM,8:00AM–1:00AM,8:00AM–12:00AM,7:00AM–12:00AM
1306,ChIJk7j834iipBIRnoYcupF7eRY,Yes,Yes,Yes,Yes,No,Yes,Yes,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,9:00AM–12:00AM,9:00AM–12:00AM,8:00AM–5:00PM
1307,ChIJO801XdijpBIRrAzfng8zLTQ,Yes,Maybe,Yes,Yes,Maybe,Yes,Maybe,,,,,,,
1308,ChIJqbqP3IiipBIRlqv3oVUtEqc,Yes,Yes,Yes,Yes,No,Yes,Yes,"1:30–4:00PM, 8:30–11:30PM","1:30–4:00PM, 8:30–11:30PM","1:30–4:00PM, 8:30–11:30PM","1:30–4:00PM, 8:30–11:30PM","1:30–4:00PM, 8:30–11:30PM","1:30–4:00PM, 8:30–11:30PM","1:30–4:00PM, 8:30–11:30PM"
1309,ChIJo-J6m7qjpBIRkPZJno25iY4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Closed,Closed,Closed,Closed,Closed,Closed,12:00–12:30AM
1310,ChIJYeZs-pKjpBIRDLDq7bXddXs,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,7:00PM–2:30AM,7:00PM–2:30AM,7:00PM–2:30AM,7:00PM–2:30AM,7:00PM–2:30AM,7:00PM–2:30AM,7:00PM–2:30AM
1311,ChIJtbA29oWipBIRyvNJGPv4xUY,Yes,Yes,Yes,Maybe,Maybe,Yes,Yes,10:00AM–6:00PM,10:00AM–6:00PM,10:00AM–6:00PM,10:00AM–6:00PM,10:00AM–6:00PM,10:00AM–6:00PM,Closed
1312,ChIJnUDzT4-ipBIR3Fmjol2Ok5A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1:00–4:00PM,1:00–4:00PM,"1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM",Closed,1:00–4:00PM
1313,ChIJAUVcJs2jpBIR2r5qSJO2cl4,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,Closed,"1:00–4:30PM, 8:00–11:00PM","1:00–4:30PM, 8:00–11:00PM","1:00–4:30PM, 8:00–11:00PM","1:00–4:30PM, 8:00–11:30PM","1:00–4:30PM, 8:00–11:30PM","1:00–4:30PM, 8:00–11:00PM"
1314,ChIJK9SjJ4-ipBIRTQmnRMyCo4E,Yes,Maybe,Yes,Yes,No,Yes,Maybe,7:30AM–12:00AM,7:30AM–12:00AM,7:30AM–12:00AM,8:00AM–1:00AM,8:00AM–1:00AM,8:00AM–12:00AM,7:30AM–12:00AM
1315,ChIJPzG9RI-ipBIRS4HiAw7cUhE,Yes,Maybe,Yes,No,Maybe,Yes,Maybe,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,7:00PM–12:00AM
1316,ChIJ9yv0JY-ipBIRAE1kKIJgppw,Yes,Yes,Yes,Yes,No,Yes,Yes,7:30AM–12:00AM,7:30AM–12:00AM,7:30AM–12:00AM,7:30AM–12:00AM,1:00PM–12:00AM,Closed,7:30AM–12:00AM
1317,ChIJZbUBeI-ipBIRomsZ2cRBdYQ,Yes,Maybe,Yes,Yes,No,Yes,Yes,7:30AM–11:00PM,7:30AM–11:00PM,7:30AM–11:00PM,7:30AM–11:00PM,7:30AM–11:00PM,7:30AM–5:00PM,7:30AM–11:00PM
1318,ChIJMZSqj4WipBIRpWtpR3SvrUc,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,10:30AM–5:00PM,10:30AM–5:00PM,10:30AM–5:00PM,10:30AM–5:00PM,10:30AM–5:00PM,Closed,Closed
1319,ChIJV20cCY-jpBIR2B2sqSWGb-0,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,8:00AM–8:00PM,8:00AM–3:00PM,8:00AM–8:00PM,8:00AM–8:00PM,8:00AM–8:00PM,Closed,8:00AM–3:00PM
1320,ChIJuQiGuSWjpBIRlxmw14qBUJw,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,1:00–4:00PM,"1:00–4:00PM, 7:30–11:00PM","1:00–4:00PM, 7:30–11:00PM","1:00–4:00PM, 7:30–11:00PM","1:00–4:00PM, 7:30–11:00PM",Closed,Closed
1321,ChIJxfTYFv6ipBIRMCBAJOmO1Ac,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM
1322,ChIJgxgBHbKjpBIRDOtAO7LnNgo,Yes,Yes,Yes,Yes,No,Yes,Yes,"1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:30PM",1:00–4:00PM,Closed
1323,ChIJjfGF746ipBIRe7PPf_YBN58,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM"
1324,ChIJ9ZkNyo-ipBIRCxQQ8yyPlcM,Yes,Yes,Yes,Yes,No,Yes,Maybe,8:30AM–12:00AM,8:30AM–12:00AM,8:30AM–12:00AM,8:30AM–1:00AM,9:00AM–1:00AM,Closed,8:30AM–12:00AM
1325,ChIJm29JzI-ipBIRgONW28jE414,Yes,Yes,Yes,Yes,No,Yes,Maybe,"1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM",Closed,"1:00–5:00PM, 8:00PM–12:00AM"
1326,ChIJfUjiViejpBIRktxdrV1VnIg,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,Closed,"1:00–4:00PM, 6:30–11:30PM","1:00–4:00PM, 6:30–11:30PM","1:00–4:00PM, 6:30–11:30PM","1:00–4:00PM, 6:30–11:30PM","1:00–4:00PM, 6:30–11:30PM",Closed
1327,ChIJScvdMUSjpBIRq9vn3mnDsL4,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,8:00–11:00PM,"1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–11:30PM","1:00–3:30PM, 8:00–11:30PM",1:00–3:30PM,Closed
1328,ChIJJTzl5ymjpBIRTlqMHVxYtTA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5:00PM–12:30AM,5:00PM–12:30AM,1:00PM–1:00AM,1:00PM–2:00AM,1:00PM–2:00AM,Closed,Closed
1329,ChIJgWObJeejpBIRBXyGInK12Dw,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12:00–11:30PM,12:00–11:30PM,12:00–11:30PM,12:00–11:30PM,12:00–11:30PM,12:00–11:30PM,12:00–11:30PM
1330,ChIJpy2NoSGjpBIRoU68e_1AEoI,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–1:00AM,1:00PM–1:00AM,1:00–5:00PM,1:00PM–12:00AM
1331,ChIJUysY4Y-ipBIRmiaWmtNpk_A,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,9:30AM–6:00PM,9:30AM–12:00AM,9:30AM–12:00AM,9:30AM–3:00AM,11:00AM–3:00AM,Closed,9:30AM–6:00PM
1332,ChIJO9GHSY6ipBIRzNRFnPymTpw,Yes,Yes,Yes,Yes,No,Yes,Yes,9:00PM–12:30AM,9:00AM–12:30AM,9:00AM–12:30AM,9:00AM–12:30AM,9:00AM–12:30AM,9:00AM–12:30AM,9:00AM–12:30AM
1333,ChIJw3cR1JGipBIR7Nqh0tDIFCE,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,9:00AM–5:30PM,9:00AM–5:30PM,9:00AM–12:00AM,9:00AM–1:00AM,10:00AM–1:00AM,Closed,9:00AM–5:30PM
1334,ChIJ2cwwWo6ipBIRlyg_8mVRQVE,Yes,Yes,Yes,Yes,Maybe,Maybe,Maybe,1:00–11:00PM,11:30AM–11:00PM,1:00–11:00PM,1:00–11:00PM,1:00–5:00PM,Closed,Closed
1335,ChIJhytlk2ejpBIR0zmFsuskZnw,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM
1336,ChIJba4xU4WipBIRWnFcrrb1CpY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1:00–5:00PM,"1:00–5:00PM, 8:30–11:00PM","1:00–5:00PM, 8:30–11:00PM","1:00–5:00PM, 8:30–11:00PM","1:00–5:00PM, 8:30–11:00PM",1:00–5:00PM,Closed
1337,ChIJ5YkqEJCipBIRytgEt290J5Q,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,7:00AM–1:00AM,7:00AM–1:00AM,7:00AM–1:00AM,7:00AM–1:00AM,8:00AM–1:00AM,8:00AM–1:00AM,7:00AM–1:00AM
1338,ChIJVf7gqpqipBIRJpWKuE3SP3Y,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"1:00–3:30PM, 8:30–11:00PM","1:00–3:30PM, 8:30–11:00PM","1:00–3:30PM, 8:30–11:30PM","1:00–3:30PM, 8:30–11:30PM","1:00–3:30PM, 8:30–11:30PM",Closed,"1:00–3:30PM, 8:30–11:00PM"
1339,ChIJjyEKgFyjpBIRQaDe4o3gk-s,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1:00–4:30PM, 8:00–11:30PM","1:00–4:30PM, 8:00–11:30PM","1:00–4:30PM, 8:00PM–12:00AM","1:00–4:30PM, 8:00PM–12:00AM","1:00–4:30PM, 8:00PM–12:00AM","1:00–4:30PM, 8:00–11:30PM","1:00–4:30PM, 8:00–11:30PM"
1340,ChIJvexfUIWipBIRp1JnRViXaFY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1:15–3:45PM, 8:15–11:00PM","1:15–3:45PM, 8:15–11:00PM","1:15–3:45PM, 8:15–11:00PM","1:15–3:45PM, 8:15–11:00PM","1:15–3:45PM, 8:15–11:00PM","1:15–3:45PM, 8:15–11:00PM","1:15–3:45PM, 8:15–11:00PM"
1341,ChIJsR-wzOKjpBIROmayJN-GjOw,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,,,,,,,
1342,ChIJBfh2oVOjpBIRH0eYFqleeW4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,,,,,,,
1343,ChIJUysY4Y-ipBIR1hNWFrQknDw,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,12:00–11:30PM,12:00–11:30PM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00–11:30PM
1344,ChIJcceme5CipBIRPq76igLYHPo,Yes,Yes,Yes,Yes,No,Maybe,Maybe,"1:30–5:00PM, 8:30–11:00PM","1:30–5:00PM, 8:30–11:00PM","1:30–5:00PM, 8:30–11:00PM","1:30–5:00PM, 8:30–11:00PM","1:30–5:00PM, 8:30–11:00PM",Closed,Closed
1345,ChIJbSlLQJCipBIRuMeG_y6QL60,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM"
1346,ChIJD3kEKoyjpBIROnRuU65Nr2I,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,8:00AM–4:00PM,"8:00AM–4:00PM, 8:00PM–12:00AM","8:00AM–4:00PM, 8:00PM–12:00AM","8:00AM–4:00PM, 8:00PM–12:00AM","8:00AM–4:00PM, 8:00PM–12:00AM",8:00AM–4:00PM,8:00AM–4:00PM
1347,ChIJr3YxoZqipBIRJBo4dR3MnV8,Yes,Yes,Yes,Yes,No,Yes,Maybe,Closed,7:00PM–1:00AM,7:00PM–2:00AM,7:00PM–3:00AM,1:00PM–3:00AM,1:00PM–1:00AM,Closed
1348,ChIJQ49MlpqipBIR-yRqORZ_cG0,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,"1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM",Closed,Closed
1349,ChIJg1kWNqqjpBIR255n3P9iWQM,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,1:00–11:00PM,1:00PM–12:00AM,1:00PM–2:00AM,1:00PM–3:00AM,1:00PM–3:00AM,Closed,1:00–11:00PM
1350,ChIJj257uPGjpBIR9wZc0XLqrec,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,"1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM",Closed,"1:00–4:00PM, 8:00–11:00PM"
1351,ChIJmWTVw26jpBIRD7cH1WzFzlo,Yes,Yes,Yes,Yes,No,Yes,Maybe,"1:15–3:00PM, 8:00–10:00PM","1:15–3:00PM, 8:00–10:00PM","1:15–3:00PM, 8:00–10:00PM","1:15–3:00PM, 8:00–10:00PM",1:15–3:00PM,Closed,Closed
1352,ChIJbQH5RZCipBIRayYcyoL_65U,Yes,Yes,Yes,Yes,No,Yes,Yes,1:00–3:30PM,"1:00–3:30PM, 8:30–11:00PM","1:00–3:30PM, 8:30–11:00PM","1:00–3:30PM, 8:30–11:00PM","1:00–3:30PM, 8:30–11:00PM",Closed,"1:00–3:30PM, 8:30–11:00PM"
1353,ChIJifyorGejpBIR677j6XlSSLM,Yes,No,Yes,Yes,Maybe,Yes,Yes,"1:00–4:00PM, 7:30–10:30PM","1:00–4:00PM, 7:30–10:30PM","1:00–4:00PM, 7:30–10:30PM","1:00–4:00PM, 7:30–11:30PM","1:00–5:00PM, 7:30–11:30PM","1:00–5:00PM, 7:30–10:30PM","1:00–4:00PM, 7:30–10:30PM"
1354,ChIJB8vya5CjpBIRGgSWUtGSuF8,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM",Closed
1355,ChIJEycdDdejpBIRIU2-I7NsC9U,Yes,Yes,Yes,Yes,Maybe,No,Yes,"1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM",Closed,Closed
1356,ChIJue08N9-jpBIR4SqMxWkEe4E,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,7:00AM–11:00PM,7:00AM–11:00PM,7:00AM–11:00PM,7:00AM–11:00PM,9:00AM–11:00PM,9:00AM–11:00PM,7:00AM–11:00PM
1357,ChIJ_YNS35CipBIRlVeEwBuv1mE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM
1358,ChIJD5-F95CipBIRTQVtU6mfCd4,Yes,Yes,Yes,Yes,No,Yes,No,"1:00–3:30PM, 8:30–11:00PM","1:00–3:30PM, 8:30–11:00PM","1:00–3:30PM, 8:30–11:00PM","1:00–3:30PM, 8:30–11:00PM",12:30–11:00PM,Closed,"1:00–3:30PM, 8:30–11:00PM"
1359,ChIJ2YlaFWqjpBIRDc_d9_lpiXY,Yes,Maybe,Maybe,Maybe,Yes,Maybe,Yes,10:00AM–4:30PM,10:00AM–4:30PM,10:00AM–4:30PM,10:00AM–4:30PM,Closed,Closed,10:00AM–4:30PM
1360,ChIJ-SIj1aOjpBIR3MytOwg9tE8,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,"1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–11:00PM",Closed,Closed
1361,ChIJAZFXgNujpBIRH2tz97NCL38,Yes,Yes,Yes,Yes,No,No,Maybe,7:30PM–12:00AM,7:30PM–12:00AM,7:30PM–12:00AM,7:30PM–12:00AM,8:00PM–12:30AM,7:30PM–12:00AM,7:30PM–12:00AM
1362,ChIJGWaqOZeipBIRfgHm3hCfYZU,Yes,Yes,Yes,No,Maybe,Yes,Yes,"1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM",8:00–10:30PM,Closed,"1:00–3:30PM, 8:00–10:30PM"
1363,ChIJq6qhGZeipBIR3TyALesM_TY,Yes,Yes,Yes,Yes,No,Yes,Maybe,,,,,,,
1364,ChIJb4S43tOjpBIRqX-duA2JSsY,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,7:00AM–12:00AM,7:00AM–12:00AM,7:00AM–12:00AM,7:00AM–12:00AM,9:00AM–1:00AM,Closed,7:00AM–12:00AM
1365,ChIJlfVpGZeipBIRETd7xPnshOU,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,9:00AM–4:00PM,9:00AM–11:00PM,9:00AM–11:00PM,9:00AM–11:30PM,12:00–4:50PM,Closed,9:00AM–4:00PM
1366,ChIJq-o8GpeipBIR3-Q90b7BGRA,Yes,Yes,Yes,Yes,No,Yes,Yes,10:00AM–5:00PM,"10:00AM–5:00PM, 7:00–11:00PM","10:00AM–5:00PM, 7:00–11:00PM","10:00AM–5:00PM, 7:00–11:00PM",12:00–5:00PM,Closed,10:00AM–5:00PM
1367,ChIJCf3F35aipBIRV3HM2MhZ4kw,Yes,Yes,Yes,Yes,No,Yes,Maybe,1:00–4:00PM,1:00–4:00PM,1:00–4:00PM,1:00–4:00PM,Closed,Closed,1:00–4:00PM
1368,ChIJk63J35CipBIRjoRB8_sYsXg,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"1:15–5:30PM, 8:30PM–1:00AM","1:15–5:30PM, 8:30PM–1:00AM","1:15–5:30PM, 8:30PM–1:00AM","1:15–5:30PM, 8:30PM–1:00AM","1:15–5:30PM, 8:30PM–1:00AM",Closed,"1:15–5:30PM, 8:30PM–1:00AM"
1369,ChIJ2XjxXJeipBIRJlpmR93RVFQ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM"
1370,ChIJnW7qXZeipBIRm6ulrd4ErUA,Yes,Yes,Yes,Yes,No,No,Yes,"1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM",1:00–3:30PM,"1:00–5:00PM, 8:00PM–12:00AM"
1371,ChIJZbfcR2ajpBIRKXZrorR39iA,Yes,No,Yes,Yes,Yes,Maybe,Yes,1:00–11:30PM,1:00–11:30PM,1:00–11:30PM,1:00–11:30PM,1:00–11:30PM,Closed,Closed
1372,ChIJSaayFJeipBIRPIwRK6H1B70,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"1:00–4:30PM, 8:15PM–12:00AM","1:00–4:30PM, 8:15PM–12:00AM","1:00–4:30PM, 8:15PM–12:00AM","1:00–4:30PM, 8:15PM–12:00AM","1:00–4:30PM, 8:15PM–12:00AM",1:00–4:30PM,"1:00–4:30PM, 8:15PM–12:00AM"
1373,ChIJ6Q9sXJeipBIR4skNWJfHCh0,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,7:30AM–4:30PM,7:30AM–4:30PM,7:30AM–4:30PM,7:30AM–4:30PM,Closed,Closed,7:30AM–4:30PM
1374,ChIJVeh6ik6jpBIRuZGKMN-hf5c,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12:30–4:00PM,"12:30–4:00PM, 7:30–11:00PM","12:30–4:00PM, 7:30–11:00PM","12:30–4:00PM, 7:30–11:00PM","12:30–4:00PM, 7:30–11:00PM","12:30–4:00PM, 7:30–11:00PM",12:30–4:00PM
1375,ChIJ1wwsJpiipBIRF0XuJPEk8Y8,Yes,Maybe,Yes,Yes,Maybe,Yes,Maybe,8:00AM–11:30PM,8:00AM–11:30PM,8:00AM–11:30PM,8:00AM–11:30PM,7:30–11:30PM,7:30–11:30PM,8:00AM–11:30PM
1376,ChIJL3vdFPmjpBIRoitesmZSBq0,Yes,Yes,No,No,Yes,Yes,Yes,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM
1377,ChIJAbDi75SjpBIR5TDvnIDC5tQ,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM",1:00–5:00PM,8:00PM–12:00AM
1378,ChIJE2E8XuOjpBIRnLRJRzUkfFw,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,"1:00–4:00PM, 8:15–11:30PM","1:00–4:00PM, 8:15–11:30PM",1:00–11:30PM,"1:00–4:00PM, 8:15–11:30PM","1:00–4:00PM, 8:15–11:30PM",1:00–5:00PM,Closed
1379,ChIJb10nRJaipBIRtwAJO3vsJCU,Yes,Maybe,Yes,Yes,No,Yes,Maybe,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM
1380,ChIJIeJSLwOjpBIRw9K7WrjLl2o,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"12:30–4:30PM, 8:15PM–12:00AM","12:30–4:30PM, 8:15PM–12:00AM","12:30–4:30PM, 8:15PM–12:00AM","12:30–4:30PM, 8:15PM–12:00AM","12:30–4:30PM, 8:15PM–12:00AM",12:15–4:30PM,"12:30–4:30PM, 8:15PM–12:00AM"
1381,ChIJb0PdG5ujpBIRvr8dQdSefvk,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,"1:00–3:30PM, 8:15–11:00PM","1:00–3:30PM, 8:15–11:00PM","1:00–3:30PM, 8:15–11:00PM","1:00–3:30PM, 8:15–11:00PM","1:00–3:30PM, 8:15–11:00PM",1:00–3:45PM,Closed
1382,ChIJgXhRA5iipBIRlYIbAhFwH-c,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,1:00PM–1:00AM,1:00PM–1:00AM,1:00PM–1:00AM,1:00PM–1:00AM,1:00PM–1:00AM,1:00PM–1:00AM,1:00PM–1:00AM
1383,ChIJAe7GUL2ipBIRXnYkNc1pCvE,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,7:00PM–1:00AM,1:00PM–1:00AM,1:00PM–1:00AM,1:00PM–1:00AM,1:00PM–1:00AM,1:00PM–12:00AM,Closed
1384,ChIJq7fFcb2ipBIR1ROcxJNdHBY,Yes,Yes,Yes,Yes,No,Yes,Yes,1:00–11:00PM,1:00–11:00PM,1:00–11:00PM,1:00–11:00PM,1:00–11:00PM,1:00–5:00PM,Closed
1385,ChIJIST_RCyjpBIRwbPX__w3oNU,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,6:00PM–1:00AM,6:00PM–1:00AM,6:00PM–1:00AM,6:00PM–2:00AM,"1:00–5:00PM, 6:30PM–2:00AM",Closed,Closed
